ts_code,name,start_date,end_date,ann_date,change_reason
688287.SH,退市观典,20260519,,20260512,终止上市
688287.SH,退市观典,20260519,,20260512,终止上市
000430.SZ,张家界,20260518,,20260515,撤销ST
920096.BJ,嘉晨智能,20260518,,,其他
301617.SZ,博苑新材,20260518,,20260515,改名
001365.SZ,天海电子,20260518,,,其他
688635.SH,长进光子,20260515,,,其他
001393.SZ,维通利,20260515,,,其他
603007.SH,顺景科技,20260515,,20260512,改名
920178.BJ,锐翔智能,20260515,,,其他
300497.SZ,富祥股份,20260515,,20260514,其他
300899.SZ,上海凯鑫,20260514,,20260513,撤销*ST
301288.SZ,清研环境,20260513,,20260512,撤销*ST
002868.SZ,绿康生化,20260513,,20260512,其他
300268.SZ,佳沃食品,20260513,,20260512,其他
601568.SH,北元化工,20260513,,20260508,其他
688496.SH,*ST清越,20260512,,20260509,*ST
301139.SZ,*ST元道,20260512,,20260509,*ST
600729.SH,重百集团,20260512,,20260507,改名
688496.SH,*ST清越,20260512,,20260509,*ST
603435.SH,嘉德利,20260512,,,其他
688496.SH,*ST清越,20260512,,20260509,*ST
001237.SZ,惠康科技,20260512,,,其他
603407.SH,长裕集团,20260511,,,其他
301531.SZ,春光集团,20260511,,,其他
002168.SZ,ST惠程,20260511,,20260508,摘星
688635.SH,长进光子,20260508,,,其他
920200.BJ,振宏股份,20260507,,,其他
001365.SZ,天海电子,20260506,,,其他
603189.SH,*ST网达,20260506,,20260430,*ST
002667.SZ,*ST威领,20260506,,20260430,*ST
688033.SH,*ST天宜,20260506,,20260430,*ST
600965.SH,*ST福成,20260506,,20260430,*ST
688066.SH,*ST航图,20260506,,20260430,*ST
600340.SH,*ST华幸,20260506,,20260430,*ST
002883.SZ,*ST中设,20260506,,20260430,*ST
603557.SH,*ST起步,20260506,,20260430,*ST
002082.SZ,ST万邦,20260506,,20260430,ST
002198.SZ,ST嘉应,20260506,,20260430,ST
300716.SZ,*ST泉为,20260506,,20260430,*ST
000677.SZ,ST海龙,20260506,,20260430,ST
301030.SZ,*ST仕净,20260506,,20260430,*ST
688022.SH,ST瀚川,20260506,,20260430,ST
603378.SH,*ST亚士,20260506,,20260430,*ST
603718.SH,*ST海利,20260506,,20260430,*ST
300076.SZ,*ST宁视,20260506,,20260430,*ST
688066.SH,*ST航图,20260506,,20260430,*ST
002514.SZ,*ST宝馨,20260506,,20260430,*ST
603021.SH,*ST华鹏,20260506,,20260430,*ST
000697.SZ,炼石航空,20260506,,20260430,撤销ST
300010.SZ,ST豆神,20260506,,20260430,ST
300396.SZ,ST迪瑞,20260506,,20260430,ST
600491.SH,ST龙元,20260506,,20260430,ST
600187.SH,*ST国中,20260506,,20260430,*ST
600745.SH,*ST闻泰,20260506,,20260430,*ST
002742.SZ,三圣股份,20260506,,20260430,其他
002193.SZ,ST如意,20260506,,20260430,ST
600337.SH,ST美克,20260506,,20260430,ST
920575.BJ,*ST康乐,20260506,,20260430,*ST
688066.SH,*ST航图,20260506,,20260430,*ST
600107.SH,*ST尔雅,20260506,,20260430,*ST
600302.SH,ST标准,20260506,,20260430,ST
000078.SZ,ST海王,20260506,,20260430,ST
300352.SZ,ST信源,20260506,,20260430,ST
300430.SZ,*ST益通,20260506,,20260430,*ST
002109.SZ,ST兴化,20260506,,20260430,ST
601718.SH,ST际华,20260506,,20260430,ST
603729.SH,ST龙韵,20260430,,20260429,ST
000010.SZ,*ST美丽,20260430,,20260429,*ST
002726.SZ,ST龙大,20260430,,20260429,ST
920023.BJ,*ST田野,20260430,,20260429,*ST
000632.SZ,ST三木,20260430,,20260429,ST
002856.SZ,*ST美芝,20260430,,20260429,*ST
600734.SH,*ST实达,20260430,,20260429,*ST
002547.SZ,*ST春兴,20260430,,20260429,*ST
600370.SH,*ST三房,20260430,,20260429,*ST
002501.SZ,*ST利源,20260430,,20260429,*ST
300152.SZ,*ST动力,20260430,,20260429,*ST
002630.SZ,*ST华西,20260430,,20260429,*ST
002717.SZ,*ST岭南,20260430,,20260429,*ST
603435.SH,嘉德利,20260430,,,其他
002691.SZ,*ST冀凯,20260430,,20260429,*ST
601010.SH,ST文峰,20260430,,20260429,ST
688496.SH,ST清越,20260430,20260511,20260429,ST
300068.SZ,ST南都,20260430,,20260429,ST
300594.SZ,ST朗进,20260430,,20260429,ST
600678.SH,ST金顶,20260430,,20260429,ST
600239.SH,ST云城,20260430,,20260429,ST
603359.SH,*ST东珠,20260430,,20260429,*ST
688496.SH,ST清越,20260430,,20260429,ST
001237.SZ,惠康科技,20260430,,,其他
600053.SH,*ST九鼎,20260430,,20260429,*ST
000826.SZ,*ST启环,20260430,,20260429,*ST
000639.SZ,ST西王,20260430,,20260429,ST
002694.SZ,*ST顾地,20260430,,20260429,*ST
002175.SZ,*ST东智,20260430,,20260429,*ST
001393.SZ,维通利,20260430,,,其他
688622.SH,*ST禾信,20260430,,20260429,*ST
002102.SZ,ST能特,20260430,,20260429,ST
300212.SZ,*ST易录,20260430,,20260429,*ST
688622.SH,*ST禾信,20260430,,20260429,*ST
300147.SZ,*ST香雪,20260430,,20260429,*ST
002620.SZ,*ST瑞和,20260430,,20260429,*ST
000016.SZ,*ST康佳A,20260430,,20260429,*ST
603922.SH,ST金鸿顺,20260430,,20260429,ST
000911.SZ,*ST广糖,20260430,,20260429,*ST
301599.SZ,理奇智能,20260430,,,其他
002581.SZ,*ST未名,20260430,,20260429,*ST
600080.SH,ST金花,20260430,,20260429,ST
600130.SH,波导股份,20260430,,20260429,撤销*ST
002528.SZ,*ST英飞,20260430,,20260429,*ST
002323.SZ,*ST雅博,20260430,,20260429,*ST
600180.SH,*ST瑞茂,20260430,,20260429,*ST
300027.SZ,ST华谊,20260430,,20260429,ST
600537.SH,*ST亿晶,20260429,,20260428,*ST
600759.SH,ST洲际,20260429,,20260428,ST
002360.SZ,ST同德,20260429,,20260428,ST
600084.SH,*ST尼雅,20260429,,20260428,*ST
300338.SZ,*ST开元,20260429,,20260428,*ST
600476.SH,*ST湘邮,20260429,,20260428,*ST
002207.SZ,*ST准油,20260429,,20260428,*ST
603828.SH,*ST利达,20260429,,20260428,*ST
002719.SZ,ST麦趣,20260429,,20260428,ST
600818.SH,ST中路,20260429,,20260428,ST
300245.SZ,ST天玑,20260429,,20260428,ST
300198.SZ,*ST纳川,20260429,,20260428,*ST
688201.SH,ST信安,20260429,,20260428,ST
603272.SH,*ST联翔,20260429,,20260428,*ST
920186.BJ,中科仪,20260429,,,其他
688280.SH,精进电动-W,20260428,,20260425,其他
600730.SH,*ST高科,20260428,,20260425,*ST
603008.SH,ST喜临门,20260428,,20260425,ST
600423.SH,*ST柳化,20260428,,20260425,*ST
002634.SZ,*ST棒杰,20260428,,20260425,*ST
688712.SH,北芯生命,20260428,,20260425,其他
603959.SH,ST百利,20260428,,20260425,ST
002431.SZ,ST棕榈,20260428,,20260425,ST
000752.SZ,*ST西发,20260428,,20260427,*ST
600119.SH,*ST长投,20260428,,20260427,*ST
600265.SH,*ST景谷,20260427,,20260424,*ST
920156.BJ,海昌智能,20260427,,,其他
000056.SZ,*ST皇庭,20260427,,20260424,*ST
000838.SZ,*ST发展,20260427,,20260424,*ST
000610.SZ,*ST西旅,20260427,,20260424,*ST
600543.SH,*ST莫高,20260427,,20260424,*ST
600889.SH,*ST京化,20260424,,20260423,*ST
920125.BJ,鸿仕达,20260424,,,其他
920090.BJ,*ST同辉,20260424,,20260423,*ST
688808.SH,联讯仪器,20260424,,,其他
002977.SZ,*ST天箭,20260424,,20260423,*ST
603407.SH,长裕集团,20260424,,,其他
001365.SZ,天海电子,20260424,,,其他
300295.SZ,*ST三六五,20260424,,20260423,*ST
000609.SZ,*ST中迪,20260423,,20260422,*ST
001393.SZ,维通利,20260423,,,其他
605336.SH,*ST帅电,20260423,,20260422,*ST
301531.SZ,春光集团,20260423,,,其他
002227.SZ,*ST特迅,20260422,,20260421,*ST
300044.SZ,*ST赛为,20260422,,20260421,*ST
002960.SZ,青鸟智控,20260422,,20260422,改名
002932.SZ,*ST明德,20260422,,20260421,*ST
002542.SZ,*ST中岩,20260421,,20260418,*ST
001312.SZ,福恩股份,20260421,,,其他
300123.SZ,ST亚光,20260421,,20260418,ST
688820.SH,盛合晶微,20260421,,,其他
603007.SH,花王股份,20260421,,20260418,其他
688270.SH,ST臻镭,20260421,,20260418,ST
300668.SZ,杰恩股份,20260421,,20260421,其他
603007.SH,花王股份,20260421,20260514,20260418,其他
688511.SH,天微电子,20260421,,20260418,撤销*ST
688270.SH,ST臻镭,20260421,,20260418,ST
688511.SH,天微电子,20260421,,20260418,撤销*ST
688270.SH,ST臻镭,20260421,,20260418,ST
688322.SH,奥比中光-W,20260421,,20260420,其他
603268.SH,松发股份,20260420,,20260417,撤销*ST
002739.SZ,儒意电影,20260420,,20260420,改名
002180.SZ,奔图科技,20260420,,20260418,改名
600358.SH,国旅联合,20260420,,20260417,撤销ST
920191.BJ,瑞尔竞达,20260420,,,其他
603407.SH,长裕集团,20260417,,,其他
301513.SZ,尚水智能,20260417,,,其他
300052.SZ,中青宝,20260416,,20260415,撤销ST
688235.SH,百济神州,20260416,,20260415,其他
603293.SH,埃泰克,20260416,,,其他
603293.SH,埃泰克,20260416,,,其他
920177.BJ,恒道科技,20260416,,,其他
301666.SZ,大普微-UW,20260416,,,其他
301666.SZ,大普微,20260416,,,其他
301531.SZ,春光集团,20260416,,,其他
300385.SZ,ST雪浪,20260414,,20260411,ST
002647.SZ,仁东控股,20260414,,20260411,撤销*ST
600082.SH,ST海泰,20260414,,20260411,ST
601567.SH,三星电气,20260414,,20260409,其他
688808.SH,联讯仪器,20260413,,,其他
920012.BJ,创达新材,20260413,,,其他
301599.SZ,理奇智能,20260410,,,其他
301265.SZ,华新科技,20260410,,20260409,改名
301696.SZ,三瑞智能,20260410,,,其他
688811.SH,有研复材,20260410,,,其他
688811.SH,有研复材,20260410,,,其他
920181.BJ,赛英电子,20260410,,,其他
001312.SZ,福恩股份,20260409,,,其他
300081.SZ,ST恒信,20260408,,20260403,ST
603459.SH,红板科技,20260408,,,其他
688820.SH,盛合晶微,20260408,,,其他
002598.SZ,ST章鼓,20260408,,20260404,ST
920011.BJ,晨光电机,20260408,,,其他
301513.SZ,尚水智能,20260407,,,其他
603293.SH,埃泰克,20260403,,,其他
688808.SH,联讯仪器,20260403,,,其他
301666.SZ,大普微,20260402,,,其他
000909.SZ,*ST数源,20260401,,20260331,*ST
301683.SZ,慧谷新材,20260401,,,其他
001312.SZ,福恩股份,20260331,,,其他
300097.SZ,智云股份,20260331,,20260330,撤销ST
600581.SH,*ST八钢,20260331,,20260330,*ST
920055.BJ,隆源股份,20260331,,,其他
688813.SH,泰金新能,20260331,,,其他
688820.SH,盛合晶微,20260331,,,其他
001257.SZ,盛龙股份,20260331,,,其他
300344.SZ,立方退,20260331,,20260323,终止上市
002538.SZ,ST司特,20260331,,20260327,ST
300165.SZ,天瑞仪器,20260330,,20260327,撤销ST
920188.BJ,悦龙科技,20260330,,,其他
920069.BJ,普昂医疗,20260327,,,其他
603293.SH,埃泰克,20260327,,,其他
301513.SZ,尚水智能,20260327,,,其他
688811.SH,有研复材,20260327,,,其他
688428.SH,诺诚健华,20260327,,20260326,其他
301666.SZ,大普微,20260326,,,其他
603459.SH,红板科技,20260326,,,其他
300277.SZ,汽轮科技,20260326,,20260325,改名
000908.SZ,ST景峰,20260326,,20260325,摘星
301696.SZ,三瑞智能,20260326,,,其他
301682.SZ,宏明电子,20260325,,,其他
603196.SH,璞源材料,20260325,,20260320,改名
688781.SH,视涯科技,20260325,,,其他
688781.SH,视涯科技-UW,20260325,,,其他
603429.SH,*ST集友,20260324,,20260321,*ST
688811.SH,有研复材,20260320,,,其他
920028.BJ,新恒泰,20260320,,,其他
300391.SZ,长药退,20260320,,20260313,终止上市
301683.SZ,慧谷新材,20260319,,,其他
603459.SH,红板科技,20260319,,,其他
688813.SH,泰金新能,20260319,,,其他
001257.SZ,盛龙股份,20260319,,,其他
920078.BJ,族兴新材,20260318,,,其他
688256.SH,寒武纪,20260316,,20260313,其他
688256.SH,寒武纪,20260316,,20260313,其他
688256.SH,寒武纪,20260316,,20260313,其他
301682.SZ,宏明电子,20260313,,,其他
688781.SH,视涯科技,20260313,,,其他
301683.SZ,慧谷新材,20260312,,,其他
688813.SH,泰金新能,20260312,,,其他
001257.SZ,盛龙股份,20260312,,,其他
920036.BJ,觅睿科技,20260309,,,其他
600863.SH,华能蒙电,20260309,,20260304,其他
688781.SH,视涯科技,20260306,,,其他
301680.SZ,固德电材,20260306,,,其他
001369.SZ,双欣材料,20260305,,20260305,其他
920187.BJ,通领科技,20260305,,,其他
301682.SZ,宏明电子,20260305,,,其他
920183.BJ,海菲曼,20260304,,,其他
002512.SZ,ST达华,20260303,,20260227,ST
000793.SZ,*ST华闻,20260302,,20260227,*ST
920168.BJ,通宝光电,20260226,,,其他
688579.SH,地纬智能,20260226,,20260213,改名
688579.SH,地纬智能,20260226,,20260213,改名
301680.SZ,固德电材,20260224,,,其他
300209.SZ,行云科技,20260213,,20260213,改名
920166.BJ,海圣医疗,20260212,,,其他
000430.SZ,ST张家界,20260212,,20260211,摘星
000430.SZ,ST张家界,20260212,20260517,20260211,摘星
688816.SH,易思维,20260211,,,其他
688818.SH,电科蓝天,20260210,,,其他
603284.SH,林平发展,20260210,,,其他
920180.BJ,爱得科技,20260210,,,其他
002731.SZ,ST萃华,20260210,,20260207,ST
688818.SH,电科蓝天,20260210,,,其他
301680.SZ,固德电材,20260206,,,其他
688712.SH,北芯生命-U,20260205,20260427,,其他
688712.SH,北芯生命-U,20260205,,,其他
688712.SH,北芯生命,20260205,,,其他
000875.SZ,电投绿能,20260204,,20260204,改名
001220.SZ,世盟股份,20260203,,,其他
920119.BJ,美德乐,20260130,,,其他
002379.SZ,宏桥控股,20260130,,20260130,改名
600750.SH,华润江中,20260130,,20260127,改名
688816.SH,易思维,20260130,,,其他
601112.SH,振石股份,20260129,,,其他
603284.SH,林平发展,20260129,,,其他
688818.SH,电科蓝天,20260129,,,其他
920159.BJ,农大科技,20260128,,,其他
688785.SH,恒运昌,20260128,,,其他
688785.SH,恒运昌,20260128,,,其他
301028.SZ,鼎熔岩,20260126,,20260123,改名
688816.SH,易思维,20260123,,,其他
688712.SH,北芯生命,20260123,,,其他
001220.SZ,世盟股份,20260122,,,其他
688818.SH,电科蓝天,20260122,,,其他
920076.BJ,国亮新材,20260122,,,其他
603284.SH,林平发展,20260122,,,其他
002822.SZ,ST中装,20260122,,20260121,摘星
920050.BJ,爱舍伦,20260121,,,其他
300078.SZ,思创智联,20260120,,20260119,改名
000821.SZ,ST京机,20260120,,20260117,ST
300682.SZ,朗新科技,20260119,,20260117,其他
920086.BJ,科马材料,20260116,,,其他
002150.SZ,正泰电源,20260116,,20260115,改名
688712.SH,北芯生命,20260116,,,其他
601112.SH,振石股份,20260116,,,其他
603352.SH,至信股份,20260115,,,其他
300746.SZ,汉嘉数智,20260115,,20260114,改名
001220.SZ,世盟股份,20260115,,,其他
300919.SZ,中伟新材,20260115,,20260114,其他
688785.SH,恒运昌,20260115,,,其他
300376.SZ,易事特,20260114,,20260113,撤销ST
002310.SZ,东方新能,20260114,,20260114,改名
600165.SH,ST宁科,20260114,,20260113,摘星
300506.SZ,ST名家汇,20260114,,20260113,摘星
600292.SH,电投水电,20260113,,20260108,改名
002388.SZ,新亚制程,20260113,,20260110,撤销ST
300692.SZ,中赋科技,20260112,,20260109,改名
600936.SH,北投科技,20260109,,20260106,改名
601112.SH,振石股份,20260109,,,其他
688785.SH,恒运昌,20260108,,,其他
002055.SZ,ST得润,20260106,,20251231,ST
300091.SZ,*ST金灵,20260106,,20251231,*ST
603402.SH,陕西旅游,20260106,,,其他
000537.SZ,绿发电力,20260105,,20260105,改名
301696.SZ,三瑞智能,20260105,,,其他
603352.SH,至信股份,20260105,,,其他
920045.BJ,蘅东光,20251231,,,其他
600259.SH,中稀有色,20251231,,20251227,改名
301687.SZ,新广益,20251231,,,其他
600259.SH,中稀有色,20251231,,20251227,改名
001369.SZ,双欣环保,20251230,20260304,,其他
001369.SZ,双欣环保,20251230,,,其他
300379.SZ,东通退,20251230,,20251222,终止上市
001396.SZ,誉帆科技,20251230,,,其他
688809.SH,强一股份,20251230,,,其他
301550.SZ,斯菱智驱,20251229,,20251226,改名
300578.SZ,会畅科技,20251226,,20251225,改名
000697.SZ,ST炼石,20251225,,20251224,摘星
000697.SZ,ST炼石,20251225,20260505,20251224,摘星
000697.SZ,ST炼石,20251225,,20251224,撤销*ST
603352.SH,至信股份,20251225,,,其他
920121.BJ,江天科技,20251225,,,其他
688805.SH,健信超导,20251224,,,其他
002197.SZ,证通电子,20251224,,20251223,撤销ST
301667.SZ,纳百川,20251223,,,其他
301449.SZ,天溯计量,20251223,,,其他
300173.SZ,ST福能,20251223,,20251220,ST
002424.SZ,ST百灵,20251223,,20251220,ST
300173.SZ,ST福能,20251223,,20251220,*ST
000590.SZ,古汉医药,20251223,,20251223,改名
002586.SZ,ST围海,20251223,,20251220,其他
002586.SZ,ST围海,20251223,,20251220,摘星
603248.SH,锡华科技,20251223,,,其他
688807.SH,优迅股份,20251219,,,其他
603402.SH,陕西旅游,20251219,,,其他
688807.SH,优迅股份,20251219,,,其他
301687.SZ,新广益,20251219,,,其他
603402.SH,陕西旅游,20251218,,,其他
001396.SZ,誉帆科技,20251218,,,其他
001369.SZ,双欣环保,20251218,,,其他
688809.SH,强一股份,20251218,,,其他
001325.SZ,元创股份,20251218,,,其他
300049.SZ,福瑞医科,20251218,,20251218,其他
688802.SH,沐曦股份,20251217,,,其他
688818.SH,电科蓝天,20251217,,,其他
688802.SH,沐曦股份-U,20251217,,,其他
688790.SH,昂瑞微,20251216,,,其他
301023.SZ,奕帆传动,20251216,,20251215,其他
600079.SH,ST人福,20251216,,20251213,ST
688790.SH,昂瑞微-UW,20251216,,,其他
603284.SH,林平发展,20251213,,,其他
301687.SZ,新广益,20251212,,,其他
603439.SH,三力制药,20251212,,20251209,其他
688805.SH,健信超导,20251212,,,其他
002425.SZ,凯撒文化,20251211,,20251210,撤销ST
001396.SZ,誉帆科技,20251211,,,其他
920680.BJ,广道退,20251211,,20251204,终止上市
688809.SH,强一股份,20251211,,,其他
603248.SH,锡华科技,20251211,,,其他
603822.SH,ST嘉澳,20251211,,20251210,ST
001369.SZ,双欣环保,20251211,,,其他
605286.SH,同力天启,20251211,,20251208,改名
300460.SZ,ST惠伦,20251211,,20251210,ST
301449.SZ,天溯计量,20251211,,,其他
688796.SH,百奥赛图,20251210,,,其他
600200.SH,退市苏吴,20251209,,20251202,终止上市
001325.SZ,元创股份,20251208,,,其他
300137.SZ,先河环保,20251208,,20251205,撤销ST
301667.SZ,纳百川,20251205,,,其他
688805.SH,健信超导,20251205,,,其他
688795.SH,摩尔线程-U,20251205,,,其他
688807.SH,优迅股份,20251205,,,其他
001325.SZ,元创股份,20251205,,,其他
688795.SH,摩尔线程,20251205,,,其他
301449.SZ,天溯计量,20251204,,,其他
688790.SH,昂瑞微,20251204,,,其他
603248.SH,锡华科技,20251204,,,其他
688802.SH,沐曦股份,20251204,,,其他
001280.SZ,中国铀业,20251203,,,其他
300344.SZ,*ST立方,20251202,,20251129,*ST
002689.SZ,ST远智,20251202,,20251129,ST
920035.BJ,精创电气,20251202,,,其他
301210.SZ,金杨精密,20251202,,20251202,其他
300344.SZ,*ST立方,20251202,20260330,20251129,*ST
688807.SH,优迅股份,20251128,,,其他
688796.SH,百奥赛图,20251127,,,其他
688790.SH,昂瑞微,20251127,,,其他
688802.SH,沐曦股份,20251127,,,其他
920124.BJ,南特科技,20251127,,,其他
301667.SZ,纳百川,20251127,,,其他
688335.SH,复洁科技,20251126,,20251121,其他
688335.SH,复洁科技,20251126,,20251121,其他
001233.SZ,海安集团,20251125,,,其他
920091.BJ,大鹏工业,20251121,,,其他
688795.SH,摩尔线程,20251121,,,其他
688796.SH,百奥赛图,20251120,,,其他
001280.SZ,中国铀业,20251120,,,其他
601112.SH,振石股份,20251119,,,其他
301638.SZ,南网数字,20251118,,,其他
688156.SH,路德科技,20251118,,20251113,其他
688727.SH,恒坤新材,20251118,,,其他
920160.BJ,北矿检测,20251118,,,其他
688795.SH,摩尔线程,20251114,,,其他
001280.SZ,中国铀业,20251113,,,其他
001233.SZ,海安集团,20251113,,,其他
600641.SH,先导基电,20251112,,20251107,改名
002602.SZ,世纪华通,20251112,,20251111,撤销ST
601515.SH,衢州东峰,20251111,,20251106,改名
688288.SH,鸿泉技术,20251111,,20251106,其他
600831.SH,广电网络,20251110,,20251107,撤销ST
603402.SH,陕西旅游,20251108,,,其他
603092.SH,德力佳,20251107,,,其他
920003.BJ,中诚咨询,20251107,,,其他
603092.SH,德力佳,20251107,,,其他
001233.SZ,海安集团,20251106,,,其他
600801.SH,华新建材,20251106,,20251101,改名
688727.SH,恒坤新材,20251106,,,其他
600801.SH,华新建材,20251106,,20251101,改名
603376.SH,大明电子,20251106,,,其他
301638.SZ,南网数字,20251106,,,其他
603334.SH,丰倍生物,20251105,,,其他
000430.SZ,*ST张股,20251105,20260211,20251104,*ST
000430.SZ,*ST张股,20251105,,20251104,*ST
600169.SH,ST太重,20251104,,20251101,ST
920009.BJ,丹娜生物,20251103,,,其他
688813.SH,泰金新能,20251031,,,其他
603595.SH,ST东尼,20251031,,20251030,ST
002122.SZ,ST汇洲,20251031,,20251030,ST
688727.SH,恒坤新材,20251030,,,其他
301638.SZ,南网数字,20251030,,,其他
600603.SH,广汇物流,20251029,,20251028,撤销ST
688783.SH,西安奕材-U,20251028,,,其他
688765.SH,禾元生物-U,20251028,,,其他
688783.SH,西安奕材,20251028,,,其他
688765.SH,禾元生物,20251028,,,其他
688759.SH,必贝特,20251028,,,其他
688765.SH,禾元生物-U,20251028,,,其他
002670.SZ,国盛证券,20251028,,20251028,改名
688759.SH,必贝特-U,20251028,,,其他
920020.BJ,泰凯英,20251028,,,其他
603092.SH,德力佳,20251027,,,其他
603175.SH,超颖电子,20251024,,,其他
603334.SH,丰倍生物,20251024,,,其他
000908.SZ,*ST景峰,20251023,,20251022,*ST
000908.SZ,*ST景峰,20251023,20260325,20251022,*ST
603376.SH,大明电子,20251023,,,其他
001386.SZ,马可波罗,20251022,,,其他
002145.SZ,钛能化学,20251020,,20251020,改名
601026.SH,道生天合,20251017,,,其他
601026.SH,道生天合,20251017,,,其他
603334.SH,丰倍生物,20251017,,,其他
601026.SH,道生天合,20251017,,,其他
601026.SH,道生天合,20251017,,,其他
603092.SH,德力佳,20251017,,,其他
603376.SH,大明电子,20251016,,,其他
920158.BJ,长江能科,20251016,,,其他
688759.SH,必贝特,20251016,,,其他
688807.SH,优迅股份,20251015,,,其他
688783.SH,西安奕材,20251015,,,其他
603175.SH,超颖电子,20251014,,,其他
688765.SH,禾元生物,20251013,,,其他
000698.SZ,ST沈化,20251010,,20251001,ST
920080.BJ,奥美森,20251010,,,其他
001386.SZ,马可波罗,20251010,,,其他
688759.SH,必贝特,20251009,,,其他
300506.SZ,*ST名家,20251009,,20250930,*ST
300506.SZ,*ST名家,20251009,20260113,20250930,*ST
001285.SZ,瑞立科密,20250930,,,其他
600735.SH,ST新华锦,20250930,,20250927,ST
301563.SZ,云汉芯城,20250930,,,其他
300237.SZ,ST美晨,20250930,,20250927,ST
603139.SH,康惠股份,20250929,,20250924,其他
603175.SH,超颖电子,20250926,,,其他
688796.SH,百奥赛图,20250926,,,其他
601026.SH,道生天合,20250926,,,其他
600397.SH,江钨装备,20250926,,20250923,改名
301668.SZ,昊创瑞通,20250926,,,其他
301656.SZ,联合动力,20250925,,,其他
920015.BJ,锦华新材,20250925,,,其他
001386.SZ,马可波罗,20250925,,,其他
301584.SZ,建发致新,20250925,,,其他
000697.SZ,*ST炼石,20250925,,20250924,*ST
000697.SZ,*ST炼石,20250925,20251224,20250924,*ST
688783.SH,西安奕材,20250925,,,其他
688765.SH,禾元生物,20250923,,,其他
603418.SH,友升股份,20250923,,,其他
300366.SZ,ST创意,20250923,,20250920,ST
600624.SH,ST复华,20250923,,20250920,ST
603517.SH,ST绝味,20250923,,20250920,ST
688053.SH,ST思科瑞,20250923,,20250920,ST
600165.SH,*ST宁科,20250919,,20250918,*ST
600165.SH,*ST宁科,20250919,20260113,20250918,*ST
920022.BJ,世昌股份,20250919,,,其他
601026.SH,道生天合,20250919,,,其他
600165.SH,*ST宁科,20250919,,20250918,*ST
001285.SZ,瑞立科密,20250918,,,其他
301563.SZ,云汉芯城,20250918,,,其他
600691.SH,潞化科技,20250917,,20250912,改名
301584.SZ,建发致新,20250915,,,其他
300280.SZ,紫天退,20250915,,20250906,终止上市
301656.SZ,联合动力,20250912,,,其他
688103.SH,国力电子,20250911,,20250906,其他
603418.SH,友升股份,20250911,,,其他
001285.SZ,瑞立科密,20250911,,,其他
301563.SZ,云汉芯城,20250911,,,其他
603337.SH,杰克科技,20250910,,20250905,其他
301668.SZ,昊创瑞通,20250910,,,其他
301575.SZ,艾芬达,20250910,,,其他
600287.SH,苏豪时尚,20250910,,20250905,改名
600981.SH,苏豪汇鸿,20250910,,20250905,改名
002798.SZ,帝欧水华,20250910,,20250910,改名
920100.BJ,三协电机,20250908,,,其他
000711.SZ,ST京蓝,20250908,,20250905,其他
000711.SZ,ST京蓝,20250908,,20250905,摘星
301584.SZ,建发致新,20250905,,,其他
603370.SH,华新精科,20250905,,,其他
301656.SZ,联合动力,20250905,,,其他
000401.SZ,金隅冀东,20250904,,20250904,改名
603418.SH,友升股份,20250904,,,其他
000631.SZ,顺发恒能,20250901,,,改名
920112.BJ,巴兰仕,20250828,,,其他
301668.SZ,昊创瑞通,20250828,,,其他
002316.SZ,亚联发展,20250827,,20250826,撤销ST
603825.SH,ST华扬,20250826,,20250823,ST
600615.SH,鑫源智造,20250822,,20250819,改名
603370.SH,华新精科,20250822,,,其他
920056.BJ,能之光,20250822,,,其他
000713.SZ,国投丰乐,20250822,,20250822,改名
002822.SZ,*ST中装,20250821,,20250821,*ST
301575.SZ,艾芬达,20250821,,,其他
002822.SZ,*ST中装,20250821,20260121,20250821,*ST
920018.BJ,宏远股份,20250820,,,其他
688783.SH,西安奕材,20250815,,,其他
603370.SH,华新精科,20250815,,,其他
300300.SZ,海峡创新,20250814,,20250813,撤销ST
920101.BJ,志高机械,20250814,,,其他
600711.SH,盛屯矿业,20250814,,20250813,撤销ST
600711.SH,盛屯矿业,20250814,,20250813,撤销ST
301632.SZ,广东建科,20250812,,,其他
603092.SH,德力佳,20250808,,,其他
920007.BJ,酉立智能,20250808,,,其他
603406.SH,天富龙,20250808,,,其他
600844.SH,金煤科技,20250807,,20250804,改名
301491.SZ,汉桑科技,20250806,,,其他
300527.SZ,ST应急,20250801,,20250731,ST
920005.BJ,鼎佳精密,20250731,,,其他
001221.SZ,悍高集团,20250730,,,其他
603406.SH,天富龙,20250725,,,其他
688712.SH,北芯生命,20250725,,,其他
301491.SZ,汉桑科技,20250724,,,其他
301632.SZ,广东建科,20250724,,,其他
301609.SZ,山大电力,20250723,,,其他
603262.SH,技源集团,20250723,,,其他
000506.SZ,招金黄金,20250723,,20250723,改名
831834.BJ,三维装备,20250722,,20250718,其他
920834.BJ,三维装备,20250722,,20250718,其他
688076.SH,ST诺泰,20250722,,20250719,ST
001221.SZ,悍高集团,20250718,,,其他
830879.BJ,基康技术,20250718,,20250716,改名
603406.SH,天富龙,20250718,,,其他
603376.SH,大明电子,20250718,,,其他
920879.BJ,基康技术,20250718,,20250716,改名
301491.SZ,汉桑科技,20250717,,,其他
600930.SH,华电新能,20250716,,,其他
600287.SH,江苏舜天,20250716,,20250715,撤销ST
600930.SH,华电新能,20250716,,,其他
600930.SH,华电新能,20250716,,,其他
